priority_rank,risk_score,risk_score_100,risk_band,risk_percentile_group,recommended_action,actual_fraud,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,policy_duration_days,claim_to_premium_ratio,injury_claim_ratio,property_claim_ratio,vehicle_claim_ratio,is_night_incident,multi_vehicle_flag
594,0.10842692230443648,10.84,Low,Moderate,Monitor,0,260,43,IN,100/300,500,982.22,0,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,18,1,,1,0,,75400,15080,7540,52780,Honda,CRV,2011,2080,76.76487955855103,0.2,0.1,0.7,0,0
595,0.10822279645453674,10.82,Low,Moderate,Monitor,0,256,42,IL,500/1000,1000,1286.44,0,FEMALE,MD,transport-moving,bungie-jumping,wife,0,-39500,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Northbend,14,1,NO,2,1,,75500,7550,15100,52850,Nissan,Ultima,1998,8322,58.68909548832436,0.1,0.2,0.7,0,0
596,0.10821458646750332,10.82,Low,Moderate,Monitor,0,204,40,OH,250/500,1000,1693.83,7000000,MALE,High School,protective-serv,polo,other-relative,44000,-20800,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,6,1,,1,0,,53400,5340,5340,42720,Honda,CRV,2003,8312,31.52618621703477,0.1,0.1,0.8,0,0
597,0.10785133606324275,10.79,Low,Moderate,Monitor,0,107,31,IL,500/1000,2000,1374.22,0,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,62000,-63100,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,16,1,NO,0,3,NO,51260,9320,9320,32620,Suburu,Legacy,2002,8779,37.30115993072434,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,0
598,0.10776968734373099,10.78,Low,Moderate,Monitor,0,133,30,IN,500/1000,1000,1231.01,0,MALE,College,adm-clerical,board-games,husband,0,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,19,3,NO,1,2,,28440,3160,3160,22120,Dodge,Neon,2007,3420,23.10298047944371,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1
599,0.10766473658181772,10.77,Low,Moderate,Monitor,0,324,46,IN,100/300,2000,897.89,6000000,MALE,MD,tech-support,board-games,wife,0,-41300,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,13,1,,1,0,YES,79600,15920,15920,47760,Jeep,Wrangler,2011,1782,88.65228480103353,0.2,0.2,0.6,0,0
600,0.1071502225024415,10.72,Low,Moderate,Monitor,0,219,39,IN,250/500,2000,1281.07,7000000,FEMALE,High School,protective-serv,board-games,unmarried,0,0,Parked Car,,Trivial Damage,Police,NY,Springfield,6,1,NO,0,2,NO,5920,740,740,4440,Chevrolet,Malibu,2015,2825,4.621137018273787,0.125,0.125,0.75,0,0
601,0.10554825894775084,10.55,Low,Moderate,Monitor,0,277,46,IL,250/500,2000,1177.57,0,FEMALE,Associate,adm-clerical,video-games,husband,0,-65500,Vehicle Theft,,Minor Damage,Police,VA,Arlington,4,1,,2,3,NO,3870,430,860,2580,Jeep,Wrangler,2010,8113,3.2864288322562567,0.1111111111111111,0.2222222222222222,0.6666666666666666,1,0
602,0.10527511433195248,10.53,Low,Moderate,Monitor,0,276,46,IL,250/500,500,1448.84,0,FEMALE,Masters,machine-op-inspct,bungie-jumping,husband,0,-50000,Parked Car,,Trivial Damage,Police,SC,Hillsdale,7,1,,0,1,NO,5940,660,660,4620,Toyota,Highlander,2015,3616,4.099831589409459,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
603,0.10527470293284592,10.53,Low,Moderate,Monitor,0,295,46,IN,250/500,500,1265.84,0,FEMALE,JD,prof-specialty,paintball,own-child,52200,-44500,Vehicle Theft,,Minor Damage,,VA,Arlington,10,1,YES,1,3,YES,4560,760,380,3420,Nissan,Pathfinder,2007,1868,3.6023510080262917,0.1666666666666666,0.0833333333333333,0.75,0,0
604,0.10473609089539665,10.47,Low,Moderate,Monitor,0,138,33,IL,250/500,500,1362.87,5000000,FEMALE,JD,exec-managerial,paintball,own-child,56900,-56900,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Springfield,6,1,NO,2,0,,95810,14740,14740,66330,BMW,X5,2007,6611,70.30017536522193,0.1538461538461538,0.1538461538461538,0.6923076923076923,0,0
605,0.1028687742387844,10.29,Low,Moderate,Monitor,0,158,33,OH,100/300,1000,1744.64,3000000,MALE,JD,prof-specialty,movies,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,4,3,NO,0,1,NO,36400,3640,7280,25480,Volkswagen,Jetta,1998,413,20.863903154805573,0.1,0.2,0.7,1,1
606,0.10277253206316292,10.28,Low,Moderate,Monitor,0,136,33,OH,250/500,1000,855.14,0,FEMALE,PhD,craft-repair,paintball,not-in-family,37900,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,23,1,YES,0,1,YES,30700,3070,6140,21490,Toyota,Corolla,2015,4650,35.90055429520312,0.1,0.2,0.7,1,0
607,0.10271518469800359,10.27,Low,Moderate,Monitor,0,189,39,OH,250/500,2000,838.02,0,FEMALE,College,tech-support,movies,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Northbrook,7,3,,2,0,YES,64400,6440,6440,51520,Dodge,Neon,1997,6364,76.84780792821174,0.1,0.1,0.8,0,1
608,0.10268299644457479,10.27,Low,Moderate,Monitor,0,102,28,OH,250/500,500,1075.41,0,MALE,MD,machine-op-inspct,reading,wife,55200,0,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbend,6,1,NO,1,0,NO,73400,7340,7340,58720,Dodge,Neon,1996,5649,68.25303837606121,0.1,0.1,0.8,0,0
609,0.10198834962654416,10.2,Low,Moderate,Monitor,0,235,39,IL,100/300,500,1046.58,4000000,MALE,MD,tech-support,exercise,wife,0,-31700,Vehicle Theft,,Trivial Damage,,NY,Hillsdale,1,1,,2,1,NO,4950,450,900,3600,Chevrolet,Silverado,2010,1478,4.729690993521757,0.0909090909090909,0.1818181818181818,0.7272727272727273,1,0
610,0.10188190664471597,10.19,Low,Moderate,Monitor,0,87,27,OH,100/300,500,1048.39,0,FEMALE,Masters,transport-moving,polo,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,2,1,,2,1,YES,34650,6300,3150,25200,Ford,F150,1996,4059,33.05067770581558,0.1818181818181818,0.0909090909090909,0.7272727272727273,1,0
611,0.10185768061948108,10.19,Low,Moderate,Monitor,0,155,34,IN,100/300,500,1706.79,0,MALE,Masters,protective-serv,dancing,other-relative,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,1,1,NO,1,1,YES,77040,8560,8560,59920,Honda,Civic,1998,8868,45.13736312024327,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,0
612,0.10167695095855943,10.17,Low,Moderate,Monitor,0,290,48,IL,250/500,500,1161.03,5000000,MALE,Associate,adm-clerical,video-games,not-in-family,45300,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,20,2,,1,1,,41520,5190,5190,31140,Nissan,Ultima,2014,660,35.76134983592155,0.125,0.125,0.75,0,1
613,0.101179014877421,10.12,Low,Moderate,Monitor,0,126,30,IL,250/500,2000,1171.75,0,FEMALE,Associate,machine-op-inspct,board-games,not-in-family,46500,-42700,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbend,23,1,,2,3,NO,48730,4430,4430,39870,Chevrolet,Malibu,2011,847,41.58736931939407,0.0909090909090909,0.0909090909090909,0.8181818181818182,1,0
614,0.10116722486229664,10.12,Low,Moderate,Monitor,0,394,57,IL,250/500,500,1401.2,0,FEMALE,High School,craft-repair,movies,own-child,51500,0,Vehicle Theft,,Trivial Damage,Police,NC,Hillsdale,9,1,NO,1,0,NO,6890,1060,1060,4770,Audi,A5,1999,5780,4.917213816728518,0.1538461538461538,0.1538461538461538,0.6923076923076923,0,0
615,0.10001576640872616,10.0,Low,Moderate,Monitor,0,238,39,IN,250/500,2000,1488.02,0,FEMALE,JD,protective-serv,exercise,other-relative,0,-39200,Vehicle Theft,,Minor Damage,Police,NY,Northbrook,9,1,YES,1,3,YES,5500,1100,550,3850,Chevrolet,Tahoe,2010,3003,3.696186879208613,0.2,0.1,0.7,0,0
616,0.09989688081181071,9.99,Low,Moderate,Monitor,0,215,37,IN,100/300,500,1632.93,0,FEMALE,College,transport-moving,golf,not-in-family,0,-42900,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,7,3,NO,2,0,YES,57120,9520,4760,42840,Mercedes,C300,2002,4440,34.98006650621888,0.1666666666666666,0.0833333333333333,0.75,0,1
617,0.09984091357144378,9.98,Low,Moderate,Monitor,0,245,41,IN,500/1000,2000,1212.0,0,MALE,Masters,exec-managerial,basketball,unmarried,24400,-60500,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,4,1,YES,0,1,YES,73500,7350,14700,51450,Jeep,Wrangler,1999,520,60.64356435643565,0.1,0.2,0.7,1,0
618,0.09949236329518053,9.95,Low,Moderate,Monitor,0,134,32,IL,500/1000,500,1612.43,0,FEMALE,MD,other-service,yachting,own-child,36400,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Springfield,2,1,,2,1,YES,64240,11680,11680,40880,BMW,3 Series,2015,8772,39.84048919953114,0.1818181818181818,0.1818181818181818,0.6363636363636364,1,0
619,0.09936810849968096,9.94,Low,Moderate,Monitor,0,246,45,IN,250/500,500,1594.37,0,MALE,Associate,exec-managerial,board-games,own-child,0,0,Parked Car,,Trivial Damage,,SC,Riverwood,13,1,NO,0,3,YES,7260,660,1320,5280,Saab,92x,2008,5638,4.5535227080288765,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
620,0.09812445789006857,9.81,Low,Moderate,Monitor,0,207,42,IL,250/500,2000,1322.78,0,MALE,PhD,farming-fishing,yachting,own-child,55200,0,Parked Car,,Trivial Damage,,WV,Springfield,9,1,NO,0,1,NO,5900,590,590,4720,BMW,X5,2007,5261,4.460303300624442,0.1,0.1,0.8,0,0
621,0.09799196428541228,9.8,Low,Moderate,Monitor,0,269,44,IL,100/300,2000,1081.08,0,MALE,JD,priv-house-serv,reading,unmarried,36400,-28700,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,14,1,YES,0,2,,56400,11280,11280,33840,Toyota,Highlander,2014,2628,52.17005217005217,0.2,0.2,0.6,0,0
622,0.09703833463609303,9.7,Low,Moderate,Monitor,0,137,30,IL,250/500,500,1039.55,0,MALE,MD,exec-managerial,kayaking,unmarried,55600,-59700,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,4,3,,2,1,,74030,6730,13460,53840,Chevrolet,Tahoe,2005,1158,71.21350584387476,0.0909090909090909,0.1818181818181818,0.7272727272727273,1,1
623,0.09699349160582266,9.7,Low,Moderate,Monitor,0,123,31,IN,250/500,500,1326.0,0,FEMALE,Associate,prof-specialty,basketball,wife,0,-54600,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,13,1,,1,2,NO,72120,12020,12020,48080,Mercedes,ML350,2009,3483,54.38914027149321,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,0
624,0.09644749975772811,9.64,Low,Moderate,Monitor,0,261,46,IN,100/300,1000,870.55,0,MALE,PhD,prof-specialty,camping,unmarried,0,-49400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Springfield,19,1,,0,3,,80280,13380,13380,53520,Chevrolet,Tahoe,2013,5252,92.21756360921258,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,0
625,0.09623770713293323,9.62,Low,Moderate,Monitor,0,35,35,IL,100/300,2000,1117.42,0,FEMALE,PhD,protective-serv,kayaking,not-in-family,0,-51900,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NC,Hillsdale,23,3,NO,2,2,NO,53190,5910,11820,35460,Volkswagen,Jetta,1996,4540,47.60072309427073,0.1111111111111111,0.2222222222222222,0.6666666666666666,1,1
626,0.09598477304593132,9.6,Low,Moderate,Monitor,0,298,46,OH,500/1000,1000,1138.42,6000000,MALE,JD,prof-specialty,dancing,own-child,36900,-55000,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Arlington,18,1,NO,2,3,YES,33550,3050,6100,24400,Volkswagen,Passat,2005,2847,29.47066987579276,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
627,0.095281310209413,9.53,Low,Moderate,Monitor,0,164,31,IN,500/1000,500,1114.68,0,FEMALE,Associate,other-service,reading,husband,44500,-55900,Vehicle Theft,,Trivial Damage,Police,SC,Springfield,5,1,YES,1,0,NO,4320,480,480,3360,Mercedes,E400,2002,1456,3.875551727850145,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,0
628,0.09470223176932412,9.47,Low,Moderate,Monitor,0,295,46,IN,100/300,500,1672.88,0,FEMALE,High School,armed-forces,dancing,wife,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Columbus,5,1,YES,1,1,NO,60700,12140,6070,42490,Honda,Civic,1997,5883,36.28473052460427,0.2,0.1,0.7,1,0
629,0.09383083047248891,9.38,Low,Moderate,Monitor,0,239,40,IN,100/300,500,1463.95,0,FEMALE,JD,sales,skydiving,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,20,3,,0,0,YES,69740,6340,6340,57060,Dodge,Neon,2003,3726,47.63823901089518,0.0909090909090909,0.0909090909090909,0.8181818181818182,0,1
630,0.09213026215614929,9.21,Low,Moderate,Monitor,0,280,43,IN,100/300,1000,1559.34,0,MALE,JD,transport-moving,hiking,own-child,0,-51600,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,1,1,NO,0,2,,77000,14000,7000,56000,Accura,RSX,2004,938,49.37986584067619,0.1818181818181818,0.0909090909090909,0.7272727272727273,1,0
631,0.0920793806128797,9.21,Low,Moderate,Monitor,0,212,42,IL,100/300,500,1315.68,0,MALE,PhD,priv-house-serv,camping,wife,0,-39300,Single Vehicle Collision,Rear Collision,Total Loss,Other,NC,Hillsdale,14,1,NO,2,1,,42300,4700,4700,32900,Saab,92x,1996,1260,32.15067493615469,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
632,0.0915337996193989,9.15,Low,Moderate,Monitor,0,342,49,OH,250/500,500,1722.95,0,MALE,PhD,transport-moving,base-jumping,not-in-family,63100,-13800,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,Hillsdale,3,1,,2,0,YES,76700,7670,7670,61360,Suburu,Legacy,2006,6171,44.51667198699904,0.1,0.1,0.8,1,0
633,0.09047053879719051,9.05,Low,Moderate,Monitor,0,247,39,IN,100/300,500,1558.29,0,FEMALE,Masters,protective-serv,reading,unmarried,0,-49300,Vehicle Theft,,Trivial Damage,Police,WV,Springfield,5,1,YES,1,2,,7700,770,1540,5390,Saab,93,2000,8511,4.941313876107785,0.1,0.2,0.7,1,0
634,0.08996462179529867,9.0,Low,Moderate,Monitor,0,78,29,IL,250/500,1000,1234.2,6000000,MALE,Masters,other-service,bungie-jumping,other-relative,0,0,Vehicle Theft,,Minor Damage,Police,NY,Northbrook,3,1,YES,2,2,NO,7500,750,1500,5250,Nissan,Maxima,2002,1444,6.076810889645114,0.1,0.2,0.7,1,0
635,0.08986869985053392,8.99,Low,Moderate,Monitor,0,137,35,IN,250/500,500,1667.83,0,MALE,JD,prof-specialty,paintball,husband,48500,-67400,Parked Car,,Minor Damage,Police,WV,Northbrook,4,1,YES,1,1,NO,6600,1200,1200,4200,Jeep,Grand Cherokee,2005,1791,3.9572378479821086,0.1818181818181818,0.1818181818181818,0.6363636363636364,1,0
636,0.08971698940735598,8.97,Low,Moderate,Monitor,0,190,35,IN,250/500,500,1484.72,5000000,FEMALE,High School,tech-support,golf,husband,0,0,Parked Car,,Trivial Damage,,NY,Riverwood,4,1,NO,0,1,NO,3840,640,320,2880,Saab,92x,1998,2280,2.586346247103831,0.1666666666666666,0.0833333333333333,0.75,1,0
637,0.08956716105753665,8.96,Low,Moderate,Monitor,0,196,39,IN,500/1000,2000,1475.73,0,FEMALE,High School,handlers-cleaners,camping,own-child,57000,-27300,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,Columbus,8,3,,2,0,NO,60400,6040,6040,48320,Nissan,Pathfinder,2014,8239,40.9288962073008,0.1,0.1,0.8,0,1
638,0.08945508625781018,8.95,Low,Moderate,Monitor,0,205,42,IL,100/300,2000,1387.7,4000000,FEMALE,High School,priv-house-serv,skydiving,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Columbus,19,1,NO,2,1,NO,86130,15660,15660,54810,Chevrolet,Silverado,1995,2541,62.06672912012683,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,0
639,0.08908720643212721,8.91,Low,Moderate,Monitor,0,299,44,OH,500/1000,1000,1653.32,0,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,3,1,YES,2,0,,54240,6780,6780,40680,Suburu,Impreza,2009,2270,32.80671618319503,0.125,0.125,0.75,1,0
640,0.08881894105450339,8.88,Low,Moderate,Monitor,1,101,33,OH,100/300,1000,1053.04,7000000,FEMALE,Masters,other-service,reading,own-child,52000,-44500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Northbrook,20,3,NO,1,3,,54240,9040,9040,36160,Saab,93,2013,976,51.5080148902226,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,1
641,0.08777093129095173,8.78,Low,Moderate,Monitor,0,236,39,IN,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,reading,wife,0,-63900,Parked Car,,Minor Damage,Police,NY,Springfield,17,1,YES,0,0,,8700,870,1740,6090,Accura,RSX,2003,6633,7.556084384960786,0.1,0.2,0.7,0,0
642,0.0876628844152819,8.77,Low,Moderate,Monitor,0,385,51,IN,250/500,1000,976.37,0,FEMALE,MD,craft-repair,reading,husband,0,-61000,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,WV,Riverwood,14,3,,1,3,,67600,13520,6760,47320,Suburu,Legacy,2007,8979,69.23604780974425,0.2,0.1,0.7,0,1
643,0.08758389052439178,8.76,Low,Moderate,Monitor,0,17,39,IL,250/500,1000,840.95,0,FEMALE,JD,adm-clerical,hiking,unmarried,32500,-80800,Parked Car,,Trivial Damage,Police,SC,Arlington,9,1,,2,1,,3440,430,430,2580,Suburu,Legacy,2002,3043,4.090611808074201,0.125,0.125,0.75,0,0
644,0.0872750192342617,8.73,Low,Moderate,Monitor,0,12,24,IL,500/1000,1000,1143.95,0,FEMALE,PhD,tech-support,paintball,other-relative,51400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Riverwood,13,3,NO,2,1,,53370,5930,5930,41510,Nissan,Ultima,2011,7383,46.65413698151143,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1
645,0.08704381118310804,8.7,Low,Moderate,Monitor,0,209,36,IN,100/300,2000,1223.39,0,FEMALE,MD,craft-repair,camping,wife,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Hillsdale,17,3,,1,3,,65440,8180,8180,49080,Jeep,Wrangler,2014,1827,53.49071023958018,0.125,0.125,0.75,0,1
646,0.08683844418488636,8.68,Low,Moderate,Monitor,0,172,33,IL,100/300,1000,1459.96,6000000,FEMALE,High School,adm-clerical,reading,wife,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,15,3,NO,0,1,NO,41690,7580,7580,26530,Saab,95,1999,1048,28.55557686511959,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,1
647,0.08660134213647962,8.66,Low,Moderate,Monitor,0,4,29,IL,250/500,500,1381.88,5000000,MALE,High School,tech-support,exercise,other-relative,0,-77800,Vehicle Theft,,Trivial Damage,Police,SC,Hillsdale,4,1,NO,0,2,,4200,840,420,2940,Jeep,Wrangler,2008,4653,3.0393377138391173,0.2,0.1,0.7,1,0
648,0.08644630817512695,8.64,Low,Moderate,Monitor,1,119,28,OH,250/500,2000,1079.92,0,MALE,High School,machine-op-inspct,hiking,husband,88800,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,1,1,,0,1,YES,53600,6700,6700,40200,Volkswagen,Jetta,2007,826,49.63330617082747,0.125,0.125,0.75,1,0
649,0.08638918998158723,8.64,Low,Moderate,Monitor,0,79,25,OH,500/1000,500,1863.04,0,FEMALE,Associate,priv-house-serv,paintball,not-in-family,53400,-35200,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,Northbend,0,1,NO,2,1,,67800,13560,6780,47460,Mercedes,C300,1995,5213,36.39213328753006,0.2,0.1,0.7,1,0
650,0.08629386648430475,8.63,Low,Moderate,Monitor,1,62,28,IL,100/300,1000,988.45,0,FEMALE,Masters,protective-serv,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,3,1,,1,1,YES,60200,6020,6020,48160,Suburu,Forrestor,2004,4324,60.90343467044362,0.1,0.1,0.8,1,0
651,0.08521729120406976,8.52,Low,Moderate,Monitor,0,43,38,OH,500/1000,1000,1601.47,0,MALE,PhD,handlers-cleaners,skydiving,other-relative,64400,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,Columbus,1,3,YES,2,2,,61650,6850,6850,47950,Nissan,Ultima,2006,341,38.49588190849657,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,1
652,0.08521617907105129,8.52,Low,Moderate,Monitor,0,210,39,OH,500/1000,1000,984.45,0,MALE,Associate,armed-forces,paintball,unmarried,0,0,Vehicle Theft,,Minor Damage,,NC,Riverwood,4,1,YES,1,2,,7800,780,780,6240,Dodge,RAM,1997,6404,7.923205850982782,0.1,0.1,0.8,1,0
653,0.08497400716916026,8.5,Low,Moderate,Monitor,0,252,46,IN,100/300,1000,1242.02,0,MALE,Masters,adm-clerical,dancing,wife,0,-28800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,17,1,YES,0,2,YES,74900,14980,7490,52430,Jeep,Grand Cherokee,2003,3442,60.30498703724578,0.2,0.1,0.7,0,0
654,0.08494935088097982,8.49,Low,Moderate,Monitor,0,127,34,OH,500/1000,500,1319.97,0,FEMALE,Associate,craft-repair,paintball,own-child,73700,0,Vehicle Theft,,Minor Damage,,NC,Arlington,8,1,YES,1,3,,4700,470,940,3290,Saab,92x,1998,3079,3.560686985310272,0.1,0.2,0.7,0,0
655,0.08489877940780856,8.49,Low,Moderate,Monitor,0,274,46,OH,500/1000,1000,1372.18,0,MALE,High School,exec-managerial,bungie-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Riverwood,22,3,NO,1,3,,90600,15100,15100,60400,BMW,X5,2009,6553,66.02632307714731,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,1
656,0.0847725695197224,8.48,Low,Moderate,Monitor,0,154,37,IL,250/500,1000,2047.59,0,FEMALE,MD,farming-fishing,dancing,other-relative,0,-67800,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,2,1,,0,3,NO,79530,14460,7230,57840,Accura,MDX,2000,1807,38.8407835553016,0.1818181818181818,0.0909090909090909,0.7272727272727273,1,0
657,0.0845574007716666,8.46,Low,Moderate,Monitor,0,59,40,IL,250/500,2000,782.23,0,MALE,College,protective-serv,golf,other-relative,64200,-32300,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Springfield,0,3,,0,2,NO,51570,5730,11460,34380,BMW,X5,2010,1227,65.92690129501553,0.1111111111111111,0.2222222222222222,0.6666666666666666,1,1
658,0.0837805363198795,8.38,Low,Moderate,Monitor,0,210,38,IN,250/500,500,999.52,0,MALE,JD,tech-support,golf,other-relative,0,0,Vehicle Theft,,Minor Damage,Police,VA,Springfield,6,1,,1,2,NO,8640,1440,720,6480,Accura,TL,2008,5869,8.644149191611973,0.1666666666666666,0.0833333333333333,0.75,0,0
